"token_data","proto_data","gloss_data","uid_data"
"paraqu","PCEMP","boat ","3836"
"paraqu","PCMP","boat ","3836"
"paraqu","PEMP","boat ","3836"
"paraqu","POC","boat ","3836"
"parara","POC","thunder ","3838"
"paras","PWMP","shaved off, made smooth ","3839"
"paras","PWMP","face, looks, appearance ","11191"
"parawan","PWMP","kind of tree ","11249"
"parásan","PPH","rattan sp. ","11192"
"parek","PPH","murky, as water or other liquid ","11125"
"parelak","PWMP","garden, orchard ","3850"
"pari","POC","scrape, grate ","6834"
"pari","POC","to divide, share out (as an inheritance?) ","7554"
"paria","PWMP","bitter melon: Momordica charantia L. ","3855"
"pariama","PWMP","a constellation: the Seven Sisters, Pleiades ","3853"
"pariaq","PWMP","the bitter melon: Momordica charantia ","3854"
"parij","PWMP","ditch, canal ","3857"
"parik","PWMP","ditch, canal ","11209"
"pariuk","PAN","earthenware cooking pot ","3864"
"pariuk","PMP","earthenware cooking pot ","3864"
"pariuk","PWMP","earthenware cooking pot ","3864"
"pariuk","PCEMP","earthenware cooking pot ","3864"
"pariuk","PCMP","earthenware cooking pot ","3864"
"paro","POC","to scrape ","3867"
"pa-roŋoR","POC","(gloss uncertain) ","8257"
"parpar","PWMP","flat, even, level ","10994"
"parud","PMP","rasp, file ","11193"
"parud","PWMP","rasp, file ","11193"
"parud","PCEMP","rasp, file ","11193"
"parud","PCMP","rasp, file ","11193"
"paR-","PWMP","derivational prefix, used to form deverbal nouns ","3871"
"paR- ... -an","PWMP","derivational circumfix, probably used to form deverbal nouns of location ","3872"
"paR-","PAN","divide into x (x = numeral) ","3874"
"paR-","PMP","divide into x (x = numeral) ","3874"
"paR-","PWMP","divide into x (x = numeral) ","3874"
"paRa-","PCEMP","reciprocal prefix ","3844"
"paRa-","PCMP","reciprocal prefix ","3844"
"paRa-","PEMP","reciprocal prefix ","3844"
"paRa-","POC","reciprocal prefix ","3844"
"paRa paRa","PMP","storage shelf; attic, loft ","3847"
"paRa paRa","PWMP","storage shelf; attic, loft ","3847"
"paRa paRa","PCEMP","storage shelf; attic, loft ","3847"
"paRa paRa","PCMP","storage shelf; attic, loft ","3847"
"paRa, baRa","POC","storage shelf above the hearth ","3846"
"paRa","PAN","storage shelf; attic, loft ","3845"
"paRa","PMP","storage shelf; attic, loft ","3845"
"paRa","PWMP","storage shelf; attic, loft ","3845"
"paRa","PCEMP","storage shelf; attic, loft ","3845"
"paRa","PCMP","storage shelf; attic, loft ","3845"
"paRa","PEMP","storage shelf; attic, loft ","3845"
"paRa","PSHWNG","storage shelf; attic, loft ","3845"
"paRa","PMP","collective particle ","3848"
"paRa","PWMP","collective particle ","3848"
"paRa","PCEMP","collective particle ","3848"
"paRa","PEMP","collective particle ","3848"
"paRa","PSHWNG","collective particle ","3848"
"paRa","POC","hand ","674"
"paRada","PMP","handle of an axe or adze ","3831"
"paRada","PWMP","handle of an axe or adze ","3831"
"paRada","PCEMP","handle of an axe or adze ","3831"
"paRada","PEMP","handle of an axe or adze ","3831"
"paRaek","PMP","hoarse ","3833"
"paRaek","PWMP","hoarse ","3833"
"paRaek","PCEMP","hoarse ","3833"
"paRaek","PEMP","hoarse ","3833"
"paRak","POC","hoarse ","3834"
"paR-ama-en","PWMP","relationship of father and child ","143"
"paR-anak","PWMP","act of giving birth (?) ","202"
"paR-anak-an","PWMP","womb, uterus; birth canal ","203"
"paRane","POC","brave, bold ","658"
"paRaŋ","POC","molar tooth ","695"
"paRaq","POC","to swell, boil ","3837"
"paRaq","POC","lung ","663"
"paRara","POC","handle of an axe or adze ","3832"
"paRas","POC","to step, tread on something ","11339"
"paRatpat","PWMP","a tree found in mangrove swamps: Sonneratia sp. ","3840"
"paRaw","PAN","hoarse ","3841"
"paRaw","PMP","hoarse ","3841"
"paRaw","PWMP","hoarse ","3841"
"paR-beRŋi-an","PWMP","place where one spends the night ","1003"
"paR-binehiq-an","PWMP","seed-bed for rice ","1193"
"paR-buhat-an","PWMP","deed, action, performance ","1439"
"paR-buhat-en","PWMP","things that have been made, created objects ","1440"
"paR(e)bu","PPH","one of the four principal rafters ","3849"
"paR-enem-en","PAN","do six times ","2370"
"paR-enem-en","PMP","do six times ","2370"
"paR-enem-en","PWMP","do six times ","2370"
"paRepat","PWMP","a tree found in mangrove swamps: Sonneratia sp. ","3851"
"paR-epat","PWMP","one-fourth ","5175"
"paR-epat-an","PWMP","(?) ","5176"
"paR-epat-en","PMP","divide into four (?) ","5178"
"paR-epat-en","PWMP","divide into four (?) ","5178"
"paR-hapuy-an","PWMP","fireplace, hearth ","5046"
"paR-hawak-an","PWMP","body shape ","5093"
"paR-huaji","PWMP","younger sibling of the same sex; younger parallel cousin of the same sex ","5372"
"paRi","PCEMP","stingray ","3861"
"paRi","PCMP","stingray ","3861"
"paRi","PEMP","stingray ","3861"
"paRi","PSHWNG","stingray ","3861"
"paRi","POC","stingray ","3862"
"paRi-","PEMP","prefix of reciprocal or collective action ","3865"
"paRi-","PSHWNG","prefix of reciprocal or collective action ","3865"
"paRi-","POC","prefix of reciprocal or collective action ","3865"
"paRi","POC","cut or lop off branches ","3866"
"paRi-amax","PWMP","relationship of father and children ","144"
"paR-ian-an","PWMP","location, place where one stays ","2777"
"paRigi","PWMP","artificially enclosed catchment for water: well, ditch ","3856"
"paRih","PMP","skate, stingray (generic); a constellation ","3860"
"paRih","PWMP","skate, stingray (generic); a constellation ","3860"
"paRih manuk","PMP","large rayfish, probably manta or eagle ray ","3863"
"paRih manuk","PWMP","large rayfish, probably manta or eagle ray ","3863"
"paRih manuk","PCEMP","large rayfish, probably manta or eagle ray ","3863"
"paRih manuk","PEMP","large rayfish, probably manta or eagle ray ","3863"
"paRih manuk","POC","large rayfish, probably manta or eagle ray ","3863"
"paR-ina-an","PWMP","aunt ","2899"
"paR-inum","PWMP","drunkard ","2926"
"paR-iŋat","PWMP","(gloss uncertain) ","3046"
"paR-isa-an","PAN","to unite, combine in one ","2971"
"paR-isa-an","PMP","to unite, combine in one ","2971"
"paR-isa-an","PWMP","to unite, combine in one ","2971"
"paRiS","PAN","stingray ","3859"
"paRi-tama","POC","relationship of father and children ","145"
"paR-lima-en","PPH","divide into five ","7402"
"paR-mata","PWMP","be awake ","8605"
"paRo","POC","drill through, pierce, perforate ","3868"
"paRo","POC","snatch, seize, rob ","3869"
"paR-piliq","PPH","(gloss uncertain) ","8122"
"paR-qabu-an","PWMP","place of ashes ","4119"
"paR-qapuR-an","PWMP","lime container ","4271"
"paR-qules-en","PWMP","(gloss uncertain) ","4662"
"paR-quma","PWMP","to farm ","4693"
"paR-qutaŋ-an","PWMP","creditor ","4764"
"paR-Rakit","PWMP","bound together (?) ","8686"
"paR-sakit-an","PWMP","(gloss uncertain) ","8350"
"paR-Sepat-en","PAN","do four times ","5177"
"paR-telu-en","PWMP","(gloss uncertain) ","8432"
"paRu","POC","Hibiscus tiliaceus, a tree the bark of which provides a fiber much used in making cordage; to lash, tie, bind ","718"
"p<aR>ukpuk","PPH","sound of knocking or bubbling ","8648"
"paRut","PMP","pluck, uproot ","3870"
"paRut","PWMP","pluck, uproot ","3870"
"paRut","PCEMP","pluck, uproot ","3870"
"paRut","PEMP","pluck, uproot ","3870"
"paRut","POC","pluck, uproot ","3870"
"p<aR>utput","PPH","gaseous defecation ","10958"
"paR-walu-en","PAN","do eight times ","5950"
"paR-walu-en","PMP","do eight times ","5950"
"paR-walu-en","PWMP","do eight times ","5950"
"pasa","POC","swamp ","11301"
"pa-sakit","PMP","hurt someone; make someone sick ","8347"
"pa-sakit","PWMP","hurt someone; make someone sick ","8347"
"pa-sakit","PCEMP","hurt someone; make someone sick ","8347"
"pa-sakit","PEMP","hurt someone; make someone sick ","8347"
"pa-sakit","POC","hurt someone; make someone sick ","8347"
"pa-sakit-an","PWMP","(gloss uncertain) ","8349"
"pa-salaq-en","PWMP","(gloss uncertain) ","8201"
"pasaŋ","PMP","pair, matching set ","8791"
"pasaŋ","PWMP","pair, matching set ","8791"
"pasaŋ","PCEMP","pair, matching set ","8791"
"pasaŋ","PCMP","pair, matching set ","8791"
"pasaŋ","PEMP","pair, matching set ","8791"
"pasaŋ","POC","pair, matching set ","8791"
"pasaŋ","PWMP","insert, wedge in; prepare something for use ","8792"
"pasaŋ","PWMP","stake a bet in gambling ","11211"
"pasaŋ","PWMP","flood tide ","11212"
"pasaqan","PMP","carry on the shoulders ","3876"
"pasaqan","PWMP","carry on the shoulders ","3876"
"pasaqan","PCEMP","carry on the shoulders ","3876"
"pasaqan","PCMP","carry on the shoulders ","3876"
"pasaqaN","PAN","shoulder pole; carry with a shoulder pole ","3875"
"pasa(rR)","POC","a woody plant or tree: Vitex cofassus ","11279"
"pasek","PAN","wooden nail, dowel; drive in, as a wooden nail, dowel, or fencepost ","8184"
"pasek","PMP","wooden nail, dowel; drive in, as a wooden nail, dowel, or fencepost ","8184"
"pasek","PWMP","wooden nail, dowel; drive in, as a wooden nail, dowel, or fencepost ","8184"
"pasekₐ","PCEMP","drive in, as a stake; to plant (crops) ","8185"
"pasekₐ","PCMP","drive in, as a stake; to plant (crops) ","8185"
"pasekₐ","PEMP","drive in, as a stake; to plant (crops) ","8185"
"pasi","POC","to plant yams ","11280"
"pa-siduŋ-en","PPH","to give shelter to ","8989"
"pa-sikat","PPH","to show off ","8955"
"pa-siku","PMP","knock someone or something with the elbow ","8489"
"pa-siku","PWMP","knock someone or something with the elbow ","8489"
"pa-siku","PCEMP","knock someone or something with the elbow ","8489"
"pa-siku","PCMP","knock someone or something with the elbow ","8489"
"pasiR","PWMP","sandbank, shoal in river or sea ","8793"
"pasiR-an","PWMP","sandbar, shoal in river or sea ","8794"
"pasok","POC","to plant (crops) ","8186"
"pasoq","POC","wash clothes ","11682"
"paspas","PAN","beat out, thresh ","3877"
"paspas","PMP","beat out, thresh ","3877"
"paspas","PWMP","beat out, thresh ","3877"
"paspas","PWMP","to brush away dust or dirt ","10870"
"paspas","PWMP","ditch, rain channel caused by water dripping from a house roof ","10872"
"paspas-an","PPH","(gloss uncertain) ","10871"
"paspas-an","PPH","to speed up, increase the pace of something ","10875"
"paspás","PPH","do something quickly, in a hurry ","10874"
"pasu","PAN","cheek bone ","3878"
"pasu","PMP","cheek bone ","3878"
"pasu","PWMP","cheek bone ","3878"
"pasu","PCEMP","cheek bone ","3878"
"pasu","PCMP","cheek bone ","3878"
"pasu","POC","forehead; eyebrow ","11340"
"pasu","POC","give birth to, have a child ","11341"
"pasuk","PAN","enter ","11213"
"pasuk","PMP","enter ","11213"
"pasuk","PWMP","enter ","11213"
"pasuŋ","PMP","cheek bone ","3879"
"pasuŋ","PWMP","cheek bone ","3879"
"pasuŋ","PCEMP","cheek bone ","3879"
"pasuŋ","PCMP","cheek bone ","3879"
"pa-susu","PAN","give the breast to, nurse a child ","7629"
"pa-susu","PMP","give the breast to, nurse a child ","7629"
"pa-susu","PWMP","give the breast to, nurse a child ","7629"
"pa-susu","PCEMP","give the breast to, nurse a child ","7629"
"pa-susu","PEMP","give the breast to, nurse a child ","7629"
"pa-susu","PSHWNG","give the breast to, nurse a child ","7629"
"pa-susu","POC","give the breast to, nurse a child ","7629"
"pa-susu-en","PAN","to nurse, give a child the breast (to be sucked) ","7630"
"pa-susu-en","PMP","to nurse, give a child the breast (to be sucked) ","7630"
"pa-susu-en","PWMP","to nurse, give a child the breast (to be sucked) ","7630"
"pa-susun","PWMP","stacked, in layers ","7561"
"pasúq-en","PPH","to roast; singe, cauterize ","11130"
"pa-SateD","PAN","send (?) ","5081"
"pa-SateD","PMP","send (?) ","5081"
"pa-SateD","PWMP","send (?) ","5081"
"pa-Sezam","PAN","lend ","5224"
"pa-Sezam","PMP","lend ","5224"
"pa-Sezam","PWMP","lend ","5224"
"pat","PEMP","four ","5163"
"pat","PSHWNG","four ","5163"
"pat","POC","four ","5163"
"pat-a","PAN","four (in counting certain referents) ","5186"
"pat-a","PMP","four (in counting certain referents) ","5186"
"pat-a","PWMP","four (in counting certain referents) ","5186"
"pat-a","PCEMP","four (in counting certain referents) ","5186"
"pat-a","PCMP","four (in counting certain referents) ","5186"
"pantad","PWMP","sandbank, sandbar; shore, beach ","3816"
"pa-takut","PWMP","to frighten, make afraid ","7430"
"pa-talih","PWMP","twine together, as strands of rope ","1971"
"pat-aŋ","PWMP","four (combination form) ","5187"
"pa-taŋis","PMP","to make someone cry; to let someone cry ","7770"
"pa-taŋis","PWMP","to make someone cry; to let someone cry ","7770"
"pataq","PMP","break, broken, cut through ","3880"
"pataq","PWMP","break, broken, cut through ","3880"
"pataq","PCEMP","break, broken, cut through ","3880"
"pataq","PCMP","break, broken, cut through ","3880"
"pa(n)tar","PMP","level, flat ","3907"
"pa(n)tar","PWMP","level, flat ","3907"
"pa(n)tar","PCEMP","level, flat ","3907"
"pa(n)tar","PCMP","level, flat ","3907"
"pantaR","PPH","coarse sand, gravel ","12283"
"pataR","PMP","shelf ","6517"
"pataR","PWMP","shelf ","6517"
"pataR","PCEMP","shelf ","6517"
"pataR","PEMP","shelf ","6517"
"pataR","POC","shelf ","6517"
"pataR","PWMP","level ground; plain ","10876"
"pa-taRuq","PMP","something given to another for safekeeping (?) ","8853"
"pa-taRuq","PWMP","something given to another for safekeeping (?) ","8853"
"pa-taRuq","PCEMP","something given to another for safekeeping (?) ","8853"
"pa-taRuq","PCMP","something given to another for safekeeping (?) ","8853"
"pataS","PAN","tattoo ","6590"
"pataS-an","PAN","an instrument for tattooing ","11006"
"pantay","PWMP","flat, level (of ground) ","3817"
"p-atay","PMP","kill ","7159"
"p-atay","PWMP","kill ","7159"
"pa-tazem","PWMP","(gloss uncertain) ","2036"
"patániq","PPH","lima bean: Phaseolus lunatus ","10885"
"patáw","PPH","buoy ","10886"
"pated","PWMP","chop, hack off ","11363"
"pated-en","PWMP","be cut or snapped ","11364"
"pantek","PWMP","spotted, dappled ","3818"
"patek","PWMP","clicking sound ","3881"
"patelaŋ","PWMP","striped, in bands of different color ","10995"
"pa-telu","PMP","(gloss uncertain) ","8428"
"pa-telu","PWMP","(gloss uncertain) ","8428"
"pa-telu","PCEMP","(gloss uncertain) ","8428"
"pa-telu","PCMP","(gloss uncertain) ","8428"
"pa-telu","PEMP","(gloss uncertain) ","8428"
"pat-i","PCEMP","four ","5188"
"pat-i","PCMP","four ","5188"
"pat-i","PEMP","four ","5188"
"pat-i","PSHWNG","four ","5188"
"pat-i","POC","four ","5188"
"pati","POC","break off, snap off ","11281"
"pati pati","POC","four at a time ","5185"
"patik","PWMP","mottled pattern ","3882"
"patiukan","PWMP","kind of honey bee ","11366"
"patí","PPH","also, including ","11365"
"pa-tolu","POC","(gloss uncertain) ","8429"
"patoto","PEMP","sticks that connect the float to the booms of an outrigger canoe ","8336"
"patoto","PSHWNG","sticks that connect the float to the booms of an outrigger canoe ","8336"
"patoto","POC","sticks that connect the float to the booms of an outrigger canoe ","8336"
"patpat","PWMP","cutting, slashing, as in clearing land ","10902"
"patpát-en","PPH","to cut, slash, as in clearing land ","10903"
"patu","POC","stone ","7058"
"patu","POC","joint, node ","6676"
"patu","POC","hard, firm ","11342"
"pa-tuba","PMP","to stun fish with plant poisons ","8458"
"pa-tuba","PWMP","to stun fish with plant poisons ","8458"
"pa-tuba","PCEMP","to stun fish with plant poisons ","8458"
"pa-tuba","PCMP","to stun fish with plant poisons ","8458"
"pa-tubuq","PPH","let something grow, make something grow ","2110"
"pa-tubuq-en","PWMP","let something grow, make something grow ","2111"
"pa-tuduR","PWMP","put someone down to sleep ","8365"
"pa-tuduR-an","PWMP","sleeping place; bed ","8366"
"pantuk","PPH","peak, summit ","11275"
"pa(n)tuk","PWMP","apex, peak ","3910"
"pa-tumaNa","PAN","to make someone listen ","7924"
"patuŋ","PWMP","large, thick, bamboo sp. ","3883"
"pa-tuqelaŋ-an","PWMP","(gloss uncertain) ","7837"
"patuRu","PMP","a cycad: Cycas rumphii ","11282"
"patuRu","PWMP","a cycad: Cycas rumphii ","11282"
"patuRu","PCEMP","a cycad: Cycas rumphii ","11282"
"patuRu","PEMP","a cycad: Cycas rumphii ","11282"
"patuRu","POC","a cycad: Cycas rumphii ","11282"
"pa-tuzuq","PAN","to point out, give directions (?) ","8827"
"pa-tuzuq","PMP","to point out, give directions (?) ","8827"
"pa-tuzuq","PWMP","to point out, give directions (?) ","8827"
"pa-tuzuq","PCEMP","to point out, give directions (?) ","8827"
"pa-tuzuq","PCMP","to point out, give directions (?) ","8827"
"pau","POC","a plant: Kleinhovia hospita ","11283"
"pa-udehi","PWMP","behind, after ","5734"
"pa-uliq","PMP","return, send back ","5776"
"pa-uliq","PWMP","return, send back ","5776"
"pa-uliq","PCEMP","return, send back ","5776"
"pa-uliq","PEMP","return, send back ","5776"
"pa-uliq","POC","return, send back ","5776"
"pauq","PMP","a tree: Ochrosia oppositifolia ","3884"
"pauq","PWMP","a tree: Ochrosia oppositifolia ","3884"
"pauq","PCEMP","a tree: Ochrosia oppositifolia ","3884"
"pauq","PEMP","a tree: Ochrosia oppositifolia ","3884"
"pa-uSa","PAN","to send away ","6656"
"pa-utaq","PAN","cause to vomit ","5869"
"pa-utaq","PMP","cause to vomit ","5869"
"pa-utaq","PWMP","cause to vomit ","5869"
"pawíkan","PPH","sea turtle ","7081"
"paya","PMP","kind of small fish, probably sardine or anchovy ","3886"
"paya","PWMP","kind of small fish, probably sardine or anchovy ","3886"
"paya","PCEMP","kind of small fish, probably sardine or anchovy ","3886"
"paya","PEMP","kind of small fish, probably sardine or anchovy ","3886"
"paya","POC","kind of small fish, probably sardine or anchovy ","3886"
"payan","PCEMP","bait ","6797"
"payan","PCMP","bait ","6797"
"payan","PEMP","bait ","6797"
"payapay","PPH","to wave, flap ","7142"
"payaq","PWMP","difficult, taxing (of work); serious (of illness) ","11172"
"paypáy","PPH","to wave the hand, as in beckoning someone or in fanning oneself ","7141"
"payu","PWMP","agreement, consensus; harmony (especially in material exchanges) ","11173"
"payuŋ","PWMP","umbrella, parasol ","11194"
"payuŋ-an","PWMP","to hold an umbrella or parasol over someone ","11197"
"payupas","PWMP","sweep ","3887"
"pa-zalan","PWMP","make something go or move ","7592"
"pa-zalan-an","PWMP","(gloss uncertain) ","7594"
"páluŋ","PPH","cockscomb; cut off a cock’s comb ","11022"
"pásuq","PPH","to roast, broil; scald, sear, burn ","11127"
"pāq","POC","flood ","463"
"pe-","POC","mother ","6937"
"pea","POC","where? ","7545"
"pecel","PWMP","squeeze with the hand ","7620"
"peceq","PAN","break into several large pieces ","7615"
"peceq","PMP","break into several large pieces; to hatch, of an egg ","7616"
"peceq","PWMP","break into several large pieces; to hatch, of an egg ","7616"
"peceq","PCEMP","break into several large pieces; to hatch, of an egg ","7616"
"peceq","PEMP","break into several large pieces; to hatch, of an egg ","7616"
"pecut","PWMP","a whip ","9465"
"peCik","PAN","snap, as the fingers or a slingshot ","3919"
"peCik","PMP","snap, as the fingers or a slingshot ","3919"
"peCik","PWMP","snap, as the fingers or a slingshot ","3919"
"peCik","PCEMP","snap, as the fingers or a slingshot ","3919"
"peCik","PCMP","snap, as the fingers or a slingshot ","3919"
"pedek","PAN","wink, blink ","3920"
"pedek","PMP","wink, blink ","3920"
"pedek","PWMP","wink, blink ","3920"
"pedel","PAN","to wring out, as water from wet clothes ","7257"
"pedet","PMP","pack in tightly ","3921"
"pedet","PWMP","pack in tightly ","3921"
"pedet","PCEMP","pack in tightly ","3921"
"pedet","PCMP","pack in tightly ","3921"
"pedped","PAN","press together, pack solid ","3922"
"pedped","PMP","press together, pack solid ","3922"
"pedped","PWMP","press together, pack solid ","3922"
"pedped","PWMP","come to an end ","10904"
"pegeŋ","PWMP","hold firmly, concentrate ","3923"
"peget","PWMP","triggerfish ","8542"
"pegpeg","PWMP","to box, give a blow ","3924"
"peka","PMP","separate, disconnect ","3928"
"peka","PWMP","separate, disconnect ","3928"
"peka","PCEMP","separate, disconnect ","3928"
"peka","PCMP","separate, disconnect ","3928"
"peka","PEMP","separate, disconnect ","3928"
"peka","POC","separate, disconnect ","3928"
"pekak","PWMP","to cackle ","3925"
"pekaŋ","PMP","stretch open or apart ","3953"
"pekaŋ","PWMP","stretch open or apart ","3953"
"pekaŋ","PCEMP","stretch open or apart ","3953"
"pekaŋ","PEMP","stretch open or apart ","3953"
"pekaŋ","POC","stretch open or apart ","3953"
"pekaq","PWMP","split ","3926"
"pekaw","PWMP","ritual shout(?) ","3927"
"pekel","PPH","squeeze, press together ","10937"
"peket","PMP","sticky, adhesive ","10938"
"peket","PWMP","sticky, adhesive ","10938"
"peket","PCEMP","sticky, adhesive ","10938"
"peket","PCMP","sticky, adhesive ","10938"
"pekpek","PAN","beat, hit ","3929"
"pekpek","PMP","beat, hit ","3929"
"pekpek","PWMP","beat, hit ","3929"
"pekpek","PWMP","swarm together ","3930"
"pekuq","PMP","bend, curve ","3931"
"pekuq","PWMP","bend, curve ","3931"
"pekuq","PCEMP","bend, curve ","3931"
"pekuq","PEMP","bend, curve ","3931"
"pekuq","POC","bend, curve ","3931"
"pekuq","PWMP","nape of the neck ","3932"
"pela pela","POC","shout, exclaim ","3933"
"pelaqam","PWMP","suffer in silence, conceal an illness ","11224"
"peled","PWMP","astringent taste, as of unripe bananas ","9599"
"pelet","PWMP","acrid or bitter taste ","11250"
"pelpel","PWMP","crammed, forced into an opening, stuff full ","10905"
"peluk","PMP","bend, curve ","11217"
"peluk","PWMP","bend, curve ","11217"
"peluk","PCEMP","bend, curve ","11217"
"peluk","PCMP","bend, curve ","11217"
"pelus","PAN","slip off ","3934"
"pelus","PMP","slip off ","3934"
"pelus","PWMP","slip off ","3934"
"penako","POC","steal ","1947"
"pened","PWMP","stopped up, plugged ","11218"
"pened","PMP","formal gathering, as of chiefs ","11251"
"pened","PWMP","formal gathering, as of chiefs ","11251"
"penpen","PWMP","to provision, fill up ","3935"
"penpen","PWMP","cover nose and mouth with hand ","10906"
"penuq","PMP","full, of a container ","6986"
"penuq","PWMP","full, of a container ","6986"
"penuq","PCEMP","full, of a container ","6986"
"penuq","PCMP","full, of a container ","6986"
"penuq","PEMP","full, of a container ","6986"
"penuq","PSHWNG","full, of a container ","6986"
"penuq sakay","PMP","overwhem in numbers? ","6998"
"penuq sakay","PWMP","overwhem in numbers? ","6998"
"penuq-an","PWMP","to fill ","6996"
"penuq-en","PWMP","to fill; fill it! ","6997"
"peñu","PAN","the green turtle ","7000"
"peñu","PMP","the green turtle, Chelonia mydas ","7001"
"peñu","PWMP","the green turtle, Chelonia mydas ","7001"
"peñu","PCEMP","the green turtle, Chelonia mydas ","7001"
"peñu","PCMP","the green turtle, Chelonia mydas ","7001"
"peñu","PEMP","the green turtle, Chelonia mydas ","7001"
"peñu","PSHWNG","the green turtle, Chelonia mydas ","7001"
"peŋ","PMP","dull sound ","3952"
"peŋ","PWMP","dull sound ","3952"
"peŋ","PCEMP","dull sound ","3952"
"peŋ","PCMP","dull sound ","3952"
"peŋa","PMP","fork of a branch ","3947"
"peŋa","PWMP","fork of a branch ","3947"
"peŋa","PCEMP","fork of a branch ","3947"
"peŋa","PCMP","fork of a branch ","3947"
"pera","PWMP","dry, grainy, brittle ","11219"
"periŋ","PMP","bamboo sp. ","3937"
"periŋ","PWMP","bamboo sp. ","3937"
"periŋ","PCEMP","bamboo sp. ","3937"
"periŋ","PCMP","bamboo sp. ","3937"
"periŋ","PEMP","bamboo sp. ","3937"
"periŋ","POC","bamboo sp. ","3937"
"perper","PPH","complete an activity, see through to completion ","10907"
"perper","PWMP","to urge, press on insistently ","10908"
"perus","PAN","slip or slide off ","3938"
"perus","PMP","slip or slide off ","3938"
"perus","PWMP","slip or slide off ","3938"
"peRaw","PWMP","hoarse, husky, of the voice ","11220"
"peRcik","PWMP","splash, spatter ","3936"
"pe(R)cit","PMP","squeeze, squirt out ","3949"
"pe(R)cit","PWMP","squeeze, squirt out ","3949"
"pe(R)cit","PCEMP","squeeze, squirt out ","3949"
"pe(R)cit","PEMP","squeeze, squirt out ","3949"
"peReq","PAN","squeeze out juice, wring out water ","7511"
"peReq","PMP","squeeze out juice, wring out water ","7511"
"peReq","PWMP","squeeze out juice, wring out water ","7511"
"peReq","PCEMP","squeeze out juice, wring out water ","7511"
"peReq","PCMP","squeeze out juice, wring out water ","7511"
"peRes","PAN","squeeze out juice, extract liquid by squeezing ","7513"
"peRes","PMP","squeeze out juice, extract liquid by squeezing ","7513"
"peRes","PWMP","squeeze out juice, extract liquid by squeezing ","7513"
"peRes","PCEMP","squeeze out juice, extract liquid by squeezing ","7513"
"peRes","PCMP","squeeze out juice, extract liquid by squeezing ","7513"
"peRes","PEMP","squeeze out juice, extract liquid by squeezing ","7513"
"peRes","PSHWNG","squeeze out juice, extract liquid by squeezing ","7513"
"peRpeR","PWMP","to box, give a blow ","9417"
"pe(R)tak","PWMP","knock; pop, burst ","3951"
"pes","PMP","sound of escaping air, etc. ","3942"
"pes","PWMP","sound of escaping air, etc. ","3942"
"pes","PCEMP","sound of escaping air, etc. ","3942"
"pes","PCMP","sound of escaping air, etc. ","3942"
"pesak","PMP","break into several large pieces; hatch ","3939"
"pesak","PWMP","break into several large pieces; hatch ","3939"
"pesak","PCEMP","break into several large pieces; hatch ","3939"
"pesak","PCMP","break into several large pieces; hatch ","3939"
"pesi","POC","coastal tree, perhaps Pongamia pinnata ","11284"
"pesit","PWMP","blind ","3940"
"pespes","PAN","squeeze, massage ","3941"
"pespes","PMP","squeeze out; massage ","7234"
"pespes","PWMP","squeeze out; massage ","7234"
"pespes","PCEMP","squeeze out; massage ","7234"
"pespes","PEMP","squeeze out; massage ","7234"
"pespes-i","PAN","massage (imperative) ","10891"
"pesu","PMP","hole in something ","11161"
"pesu","PWMP","hole in something ","11161"
"pesu","PCMP","fart, stomach gas ","11343"
"pesuk","PMP","have a hole; be perforated ","11253"
"pesuk","PWMP","have a hole; be perforated ","11253"
"peSiq","PAN","squeeze out juice; squirt out ","6626"
"peta","PMP","shatter, break ","3944"
"peta","PWMP","shatter, break ","3944"
"peta","PCEMP","shatter, break ","3944"
"peta","PEMP","shatter, break ","3944"
"peta","POC","shatter, break ","3944"
"petak","PWMP","squawk ","3943"
"peteŋ","PWMP","dusky, twilight, as near the end of day ","11221"
"pe(n)tik","PWMP","spot, dot ","3948"
"petpet","PWMP","flatten; press down in order to squeeze in ","6518"
"petpet","PWMP","stuffed, crowded; blocked, clogged ","11225"
"petuk","PWMP","beat, throb, pulse ","3945"
"peu","PCMP","to bind together in a sheaf ","7741"
"pezem","PWMP","close the eyes ","11009"
"pezeŋ","PMP","close the eyes ","3946"
"pezeŋ","PWMP","close the eyes ","3946"
"pezeŋ","PCEMP","close the eyes ","3946"
"pezeŋ","PCMP","close the eyes ","3946"
"pi-","PAN","causative of location ","10554"
"pia","POC","where? ","3955"
"pia","PMP","goodness ","8639"
"pia","PWMP","goodness ","8639"
"pia","PCEMP","goodness ","8639"
"pia","PCMP","goodness ","8639"
"pia","PEMP","goodness ","8639"
"pia","PSHWNG","goodness ","8639"
"pia","POC","goodness ","8639"
"pia","PMP","to want, desire ","11226"
"pia","PWMP","to want, desire ","11226"
"pia","PCEMP","to want, desire ","11226"
"pia","PEMP","to want, desire ","11226"
"pia","POC","to want, desire ","11226"
"piad","PAN","dish, plate ","7147"
"piak","PMP","baby chick; peeping of chick ","10827"
"piak","PWMP","baby chick; peeping of chick ","10827"
"piak","PCEMP","baby chick; peeping of chick ","10827"
"piak","PEMP","baby chick; peeping of chick ","10827"
"piak","POC","baby chick; peeping of chick ","10827"
"pian","PMP","want, desire, wish or long for ","3954"
"pian","PWMP","want, desire, wish or long for ","3954"
"pian","PCEMP","want, desire, wish or long for ","3954"
"pian","PEMP","want, desire, wish or long for ","3954"
"pian","POC","want, desire, wish or long for ","3954"
